Console Variable Name                                            | Actual Value     | Default Value    | Minimum        | Maximum        | Help
sv_dz_player_spawn_armor                                         | 0                | 0                |                |                | 
snd_soundmixer                                                   | Default_Mix      | Default_Mix      |                |                | 
snd_hrtf_stereo_blend                                            | 1                | 1                |                |                | 
snd_occlusion_indirect_radius                                    | 120.0            | 120.0            |                |                | 
net_compresspackets                                              | 1                | 1                |                |                | Use lz compression on game packets.
sdr_spew_level                                                   | 5                | 5                |                |                | verbosity level for SteamNetSockets spew
paintsplat_max_alpha_noise                                       | 0.1f             | 0.1f             |                |                | Max noise value of circle alpha
r_rootlod                                                        | 0                | 0                |                |                | Root LOD
mat_monitorgamma_tv_range_min                                    | 16               | 16               |                |                | 
ai_debug_follow                                                  | 0                | 0                |                |                | 
fire_extscale                                                    | 12               | 12               |                |                | 
cash_team_survive_guardian_wave                                  | 1000             | 1000             |                |                | 
game_type                                                        | 0                | 0                |                |                | The current game type. See GameModes.txt.
snd_rear_speaker_scale                                           | 1.0              | 1.0              |                |                | How much to scale rear speaker contribution to front stereo output
snd_cull_duplicates                                              | 0                | 0                |                |                | If nonzero, aggressively cull duplicate sounds during mixing. The number specifies the number of duplicates allowed to be played.
voice_thresold_delay                                             | 0.5              | 0.5              |                |                | 
r_flashlightnodraw                                               | 0                | 0                |                |                | 
mat_grain_scale_override                                         | -1.0             | -1.0             |                |                | 
rr_remarkable_max_distance                                       | 1200             | 1200             |                |                | AIs will not even consider remarkarbles that are more than this many units away.
ai_shot_stats                                                    | 0                | 0                |                |                | 
sv_dz_zone_hex_radius                                            | 2200             | 2200             |                |                | 
sv_env_entity_makers_enabled                                     | 0                | 1                |                |                | 
sv_pushaway_force                                                | 30000            | 30000            |                |                | How hard physics objects are pushed away from the players on the server.
ammo_grenade_limit_breachcharge                                  | 3                | 3                |                |                | 
mp_tdm_healthshot_killcount                                      | 3                | 3                |                |                | Grant healthshots in team deathmatch after n kills
mp_player_healthbuffer_decay_rate                                | 0                | 0                |                |                | When a player has buffer health, this is how fast it ticks down.
cl_decryptdata_key_pub                                           |                  |                  |                |                | Key to decrypt public encrypted GOTV messages
sv_unlockedchapters                                              | 1                | 1                |                |                | Highest unlocked game chapter.
r_visualizelighttraces                                           | 0                | 0                |                |                | 
r_threaded_shadow_clip                                           | 0                | 0                |                |                | 
net_chan_stats_dump_top_msgs                                     | 5                | 5                |                |                | Netchannel statistics will dump so many top messages in each category
r_shadowrendertotexture                                          | 0                | 0                |                |                | 
ai_no_node_cache                                                 | 0                | 0                |                |                | 
sv_staminalandcost                                               | 0                | .050             | 0.000000       |                | Stamina penalty for landing
mp_heavyassaultsuit_deploy_timescale                             | 0.8              | 0.8              |                |                | How fast a player wearing the heavy assault suit will draw their weapon (1.0 = normal speed, 0.5 = half speed)
sv_vote_issue_swap_teams_allowed                                 | 0                | 0                |                |                | Can people hold votes to swap the teams?
mp_tournament_whitelist                                          | item_whitelist.t | item_whitelist.t |                |                | Specifies the item whitelist file to use.
rr_debugresponseconcept                                          |                  |                  |                |                | If set, rr_debugresponses will print only responses testing for the specified concept
adsp_tunnel_min                                                  | 114              | 114              |                |                | 
er_graphwidthfrac                                                | 0.2              | 0.2              |                |                | 
tv_relaypassword                                                 |                  |                  |                |                | GOTV password for relay proxies
mp_teamlogo_1                                                    |                  |                  |                |                | Enter a team's shorthand image name to display their logo. Images can be found here: 'resource/flash/econ/tournaments/teams'
mp_teamlogo_2                                                    |                  |                  |                |                | Enter a team's shorthand image name to display their logo. Images can be found here: 'resource/flash/econ/tournaments/teams'
ammo_357sig_max                                                  | 52               | 52               |                |                | 
mp_do_warmup_period                                              | 0                | 1                | 0.000000       | 1.000000       | Whether or not to do a warmup period at the start of a match.
tr_valve_course_time                                             | 352              | 352              |                |                | Valve's best time for the timed obstacle course
weapon_recoil_vel_decay                                          | 4.5              | 4.5              |                |                | Decay factor for weapon recoil velocity
demo_index                                                       | 0                | 0                |                |                | If to use demo index. Needs to be set before loading demo.
sv_minupdaterate                                                 | 128              | 64               |                |                | Minimum updates per second that the server will allow
tv_broadcast_max_requests1                                       | 20               | 20               |                |                | Max number of broadcast1 http requests in flight. If there is a network issue, the requests may start piling up, degrading server performance. If more than the specified number of requests are in flight, the new requests are dropped.
host_speeds                                                      | 0                | 0                |                |                | Show general system running times.
cl_savescreenshotstosteam                                        | 0                | 0                |                |                | Saves screenshots to the Steam's screenshot library
mp_give_player_c4                                                | 0                | 1                | 0.000000       | 1.000000       | Whether this map should spawn a c4 bomb for a player or not.
mp_hostages_spawn_force_positions                                |                  |                  |                |                | Comma separated list of zero based indices to force spawn positions, e.g. '0,2' or '1,6'
mp_retake_t_loadout_bonus_card_availability                      | 1,1,2            | 1,1,2            |                |                | T bonus card availability pattern for full buy round when playing bomb site retake.
snd_mergemethod                                                  | 1                | 1                |                |                | Sound merge method (0 == sum and clip, 1 == max, 2 == avg).
snd_spatialize_roundrobin                                        | 0                | 0                |                |                | Lowend optimization: if nonzero, spatialize only a fraction of sound channels each frame. 1/2^x of channels will be spatialized per frame.
snd_occlusion_rays                                               | 4                | 4                |                |                | 
occlusion_test_async_move_tolerance                              | 8.25             | 8.25             |                |                | 
sv_autosave                                                      | 1                | 1                |                |                | Set to 1 to autosave game on level transition. Does not affect autosave triggers.
budget_averages_window                                           | 30               | 30               |                |                | number of frames to look at when figuring out average frametimes
budget_show_history                                              | 1                | 1                |                |                | turn history graph off and on. . good to turn off on low end
ai_setupbones_debug                                              | 0                | 0                |                |                | Shows that bones that are setup every think
mp_teamplay                                                      | 0                | 0                |                |                | 
sv_air_max_horizontal_parachute_ratio                            | 0.87             | 0.87             |                |                | 
mp_showcleanedupents                                             | 0                | 0                |                |                | Show entities that are removed on round respawn.
sv_auto_adjust_bot_difficulty                                    | 0                | 1                |                |                | Adjust the difficulty of bots each round based on contribution score.
phys_headshotscale                                               | 1.3              | 1.3              |                |                | Modifier for the headshot impulse hits on players
mm_basedir                                                       | addons\metamod   | addons\metamod   |                |                | Metamod:Source Base Folder
cl_playback_screenshots                                          | 0                | 0                |                |                | Allows the client to playback screenshot and jpeg commands in demos.
r_debugrandomstaticlighting                                      | 0                | 0                |                |                | Set to 1 to randomize static lighting for debugging. Must restart for change to take affect.
r_ambientfraction                                                | 0.2              | 0.2              |                |                | Fraction of direct lighting used to boost lighting when model requests
voice_verbose                                                    | 0                | 0                |                |                | Turns on debug output with detailed spew about voice data processing.
phys_enable_query_cache                                          | 1                | 1                |                |                | 
ai_lead_time                                                     | 0.0              | 0.0              |                |                | 
ammo_45acp_max                                                   | 100              | 100              |                |                | 
mp_hostages_rescuetime                                           | 1                | 1                |                |                | Additional time added to round time if a hostage is reached by a CT.
nav_restart_after_analysis                                       | 1                | 1                |                |                | When nav nav_restart_after_analysis finishes, restart the server. Turning this off can cause crashes, but is useful for incremental generation.
cl_titledataversionblock1                                        | 14               | 14               |                |                | stats for console title data block1 i/o version.
cl_titledataversionblock2                                        | 8                | 8                |                |                | stats for console title data block2 i/o version.
cl_titledataversionblock3                                        | 48               | 48               |                |                | stats for console title data block3 i/o version.
dsp_facingaway                                                   | 0                | 0                |                |                | 
snd_async_stream_spew_delayed_start_time                         | 500              | 500              |                |                | Spew any asynchronous sound that starts with more than N milliseconds delay. By default spew when there is more than 500 ms delay.
voice_overdrivefadetime                                          | 0.4              | 0.4              |                |                | 
cl_clock_showdebuginfo                                           | 0                | 0                |                |                | Show debugging info about the clock drift. 
r_DrawDisp                                                       | 1                | 1                |                |                | Toggles rendering of displacment maps
vprof_dump_spikes                                                | 0                | 0                |                |                | Framerate at which vprof will begin to dump spikes to the console. 0 = disabled, negative to reset after dump
mp_forcecamera                                                   | 0                | 1                |                |                | Restricts spectator modes for dead players. 0 = Any team. 1 = Only own team. 2 = No one; fade to black on death (previously mp_fadetoblack).
mp_shorthanded_cash_bonus_round_delay                            | 2                | 2                |                |                | number of previous rounds that a team needs to have been shorthanded before they are eligible for the short-handed bonus
cash_team_terrorist_win_bomb                                     | 3500             | 3500             |                |                | 
cash_team_elimination_hostage_map_t                              | 1000             | 1000             |                |                | 
r_colorstaticprops                                               | 0                | 0                |                |                | 
vprof_dump_spikes_hiearchy                                       | 0                | 0                |                |                | Set to 1 to get a hierarchy report whith vprof_dump_spikes
texture_budget_panel_width                                       | 512              | 512              |                |                | width in pixels of the budget panel
r_JeepViewDampenFreq                                             | 7.0              | 7.0              |                |                | 
mp_require_gun_use_to_acquire                                    | 0                | 0                | 0.000000       | 1.000000       | Whether guns must be +used to acquire or default is touch-to-pickup
tv_playcast_max_rcvage                                           | 15               | 15               |                |                | 
mod_dynamicunloadtex                                             | 1                | 1                |                |                | 
r_renderoverlayfragment                                          | 1                | 1                |                |                | 
r_decal_overlap_area                                             | 0.4              | 0.4              |                |                | 
ss_voice_hearpartner                                             | 0                | 0                |                |                | Route voice between splitscreen players on same system.
mem_incremental_compact_rate                                     | .5               | .5               |                |                | Rate at which to attempt internal heap compation
texture_budget_panel_height                                      | 284              | 284              |                |                | height in pixels of the budget panel
mat_rendered_faces_count                                         | 0                | 0                |                |                | Set to N to count how many faces each model draws each frame and spew the top N offenders from the last 150 frames (use 'mat_rendered_faces_spew' to spew all models rendered in the current frame)
mat_processtoolvars                                              | 0                | 0                |                |                | 
sv_showanimstate_log                                             | 0                | 0                |                |                | 1 to output sv_showanimstate to Msg(). 2 to store in AnimStateServer.log. 3 for both.
mp_guardian_ai_bt_difficulty_cap_beginning_round                 | 2                | 2                |                |                | Starting this round a difficulty cap will be applied to the bots.
bot_chatter_use_rr                                               | 1                | 1                |                |                | 0 = Use old bot chatter system, 1 = Use response rules
mp_coopmission_bot_difficulty_offset                             | 0                | 0                |                |                | The difficulty offset modifier for bots during coop missions.
sv_bumpmine_arm_delay                                            | 0.3              | 0.3              |                |                | 
snd_pitchquality                                                 | 1                | 1                |                |                | 
dsp_vol_4ch                                                      | 0.5              | 0.5              |                |                | 
mod_load_vcollide_async                                          | 0                | 0                |                |                | 
mat_draw_resolution                                              | 0                | 0                |                |                | 
fs_report_sync_opens                                             | 0                | 0                |                |                | 0:Off, 1:Always, 2:Not during map load
sv_specnoclip                                                    | 1                | 1                |                |                | 
sv_friction                                                      | 5.2              | 5.2              |                |                | World friction.
ammo_50AE_impulse                                                | 2400             | 2400             |                |                | You must enable tweaking via tweak_ammo_impulses to use this value.
mp_respawnwavetime_ct                                            | 10.0             | 10.0             |                |                | Time between respawn waves for CTs.
cash_team_win_by_time_running_out_hostage                        | 3250             | 3250             |                |                | 
mp_drop_grenade_enable                                           | 1                | 1                |                |                | Allows players to drop grenades.
weapon_recoil_scale_motion_controller                            | 1.0              | 1.0              |                |                | Overall scale factor for recoil. Used to reduce recoil. Only for motion controllers
mod_dynamicloadthrottle                                          | 0                | 0                |                |                | 
mat_showmiplevels                                                | 0                | 0                |                |                | color-code miplevels 2: normalmaps, 1: everything else
mp_teamflag_1                                                    |                  |                  |                |                | Enter a country's alpha 2 code to show that flag next to team 1's name in the spectator scoreboard.
mp_teamflag_2                                                    |                  |                  |                |                | Enter a country's alpha 2 code to show that flag next to team 2's name in the spectator scoreboard.
mp_ggtr_last_weapon_kill_ends_half                               | 0                | 0                | 0.000000       | 1.000000       | End the half and give a team round point when a player makes a kill using the final weapon
mp_ggtr_bomb_detonation_bonus                                    | 1                | 1                | 1.000000       | 10.000000      | Number of bonus upgrades to award the Ts when they detonate a gun game bomb
sv_pushaway_hostage_force                                        | 20000            | 20000            |                |                | How hard the hostage is pushed away from physics objects (falls off with inverse square of distance).
mp_dronegun_stop                                                 | 0                | 0                |                |                | if non-zero, stops AI on all droneguns.
sv_breachcharge_arm_delay                                        | 0.3              | 0.3              |                |                | 
mm_server_search_lan_ports                                       | 27015,27016,2701 | 27015,27016,2701 |                |                | Ports to scan during LAN games discovery. Also used to discover and correctly connect to dedicated LAN servers behind NATs.
r_staticlight_streams                                            | 1                | 1                |                |                | 
r_ClipAreaFrustums                                               | 1                | 1                |                |                | 
paint_alpha_offset_enabled                                       | 1                | 1                |                |                | 
vgui_drawkeyfocus                                                | 0                | 0                |                |                | Report which panel has keyboard focus.
r_staticlight_mode                                               | 0                | 0                |                |                | 0 - support three color streams, 1 - use avg of three streams, 2 - single color stream
sv_lagpushticks                                                  | 0                | 0                |                |                | Push computed lag compensation amount by this many ticks.
ammo_grenade_limit_flashbang                                     | 1                | 1                |                |                | 
sv_coaching_enabled                                              | 0                | 0                |                |                | Allows spectating and communicating with a team ( 'coach t' or 'coach ct' )
mp_endwarmup_player_count                                        | 0                | 0                |                |                | Number of players required to be connected to end warmup early. 0 to require maximum players for mode.
cash_player_bomb_planted                                         | 300              | 300              |                |                | 
sv_cs_player_speed_has_hostage                                   | 200              | 200              |                |                | 
r_teeth                                                          | 1                | 1                |                |                | 
r_drawmodelstatsoverlaymax                                       | 1.5              | 1.5              |                |                | time in milliseconds beyond which a model overlay is fully red in r_drawmodelstatsoverlay 2
mat_envmaptgasize                                                | 32.0             | 32.0             |                |                | 
paint_max_surface_border_alpha                                   | 0.7f             | 0.7f             |                |                | 
phys_playerscale                                                 | 10.0             | 10.0             |                |                | This multiplies the bullet impact impuse on players for more dramatic results when players are shot.
bot_crouch                                                       | 0                | 0                |                |                | 
weapon_recoil_decay_coefficient                                  | 2.0              | 2.0              |                |                | 
snd_vol_xfade_time                                               | 0.070            | 0.070            |                |                | Channel volume cross-fade time in seconds.
mat_softwareskin                                                 | 0                | 0                |                |                | 
spec_replay_on_death                                             | 0                | 0                |                |                | When > 0, sets the mode whereas players see delayed replay, and are segregated into a domain of chat and voice separate from the alive players
dtwatchdecode                                                    | 1                | 1                |                |                | When watching show decode.
sv_useexplicitdelete                                             | 1                | 1                |                |                | Explicitly delete dormant client entities caused by AllowImmediateReuse().
func_breakdmg_bullet                                             | 0.5              | 0.5              |                |                | 
sv_soundemitter_version                                          | 2                | 2                |                |                | specfies what version of soundemitter system to use 
mp_autoteambalance                                               | 1                | 1                |                |                | 
script_connect_debugger_on_mapspawn                              | 0                | 0                |                |                | 
ammo_762mm_headshot_mult                                         | 1.0              | 1.0              |                |                | You must enable tweaking via tweak_ammo_impulses to use this value.
sv_disable_immunity_alpha                                        | 0                | 0                |                |                | If set, clients won't slam the player model render settings each frame for immunity [mod authors use this]
cl_retire_low_priority_lights                                    | 0                | 0                |                |                | Low priority dlights are replaced by high priority ones
sv_maxuptimelimit                                                | 0                | 0                |                |                | If set, whenever a game ends, if the server uptime exceeds this number of hours, the server will exit.
texture_budget_panel_bottom_of_history_fraction                  | .25              | .25              |                |                | number between 0 and 1
phys_stressbodyweights                                           | 5.0              | 5.0              |                |                | 
dispcoll_drawplane                                               | 0                | 0                |                |                | 
g_debug_constraint_sounds                                        | 0                | 0                |                |                | Enable debug printing about constraint sounds.
mp_backup_round_file_last                                        |                  |                  |                |                | Every time a backup file is written the value of this convar gets updated to hold the name of the backup file.
ammo_buckshot_headshot_mult                                      | 1.0              | 1.0              |                |                | You must enable tweaking via tweak_ammo_impulses to use this value.
bot_ignore_players                                               | 0                | 0                |                |                | Bots will not see non-bot players.
mat_leafvis_update_every_frame                                   | 0                | 0                |                |                | Updates leafvis debug render every frame (expensive)
mat_forcedynamic                                                 | 0                | 0                |                |                | 
r_showenvcubemap                                                 | 0                | 0                |                |                | 
sv_contact                                                       | https://hattrick |                  |                |                | Contact email for server sysop
sv_new_delta_bits                                                | 1                | 1                |                |                | 
mem_max_heapsize_dedicated                                       | 64               | 64               |                |                | Maximum amount of memory to dedicate to engine hunk and datacache, for dedicated server (in mb)
mat_norendering                                                  | 0                | 0                |                |                | 
ai_expression_frametime                                          | 0.05             | 0.05             |                |                | Maximum frametime to still play background expressions.
mp_teammatchstat_holdtime                                        | 5                | 5                |                |                | Decide on a match stat and hold it additionally for at least so many seconds
mp_match_can_clinch                                              | 0                | 1                |                |                | Can a team clinch and end the match by being so far ahead that the other team has no way to catching up?
snd_vox_sectimetout                                              | 300              | 300              |                |                | 
password                                                         |                  |                  |                |                | Current server access password
r_occludermincount                                               | 0                | 0                |                |                | At least this many occluders will be used, no matter how big they are.
r_flashlightdrawdepthres                                         | 256              | 256              |                |                | 
r_bloomtintr                                                     | 0.3              | 0.3              |                |                | 
mat_queue_report                                                 | 0                | 0                |                |                | Report thread stalls. Positive number will filter by stalls >= time in ms. -1 reports all locks.
tv_allow_static_shots                                            | 1                | 1                |                |                | Auto director uses fixed level cameras for shots
steamworks_sessionid_server                                      | 0                | 0                |                |                | The server session ID for the new steamworks gamestats.
mp_endmatch_votenextmap_wargames_nummaps                         | 3                | 3                |                |                | Maximum number of maps to include in endmatch voting during War Games
mp_guardian_loc_string_desc                                      |                  |                  |                |                | Loc string token for instructions for this mission, otherwise default to kills with weapon.
cl_use_simd_bones                                                | 1                | 1                |                |                | 1 use SIMD bones 0 use scalar bones.
voice_mixer_boost                                                | 0                | 0                |                |                | 
r_keepstyledlightmapsonly                                        | 0                | 0                |                |                | 
fs_enable_stats                                                  | 0                | 0                |                |                | 
vprof_counters                                                   | 0                | 0                |                |                | 
ai_debug_looktargets                                             | 0                | 0                |                |                | 
debug_physimpact                                                 | 0                | 0                |                |                | 
contributionscore_assist                                         | 1                | 1                |                |                | amount of contribution score added for an assist
nav_potentially_visible_dot_tolerance                            | 0.98             | 0.98             |                |                | 
snd_delay_sound_shift                                            | 0.03             | 0.03             |                |                | 
mod_WeaponViewModelCache                                         | 8                | 8                | 0.000000       |                | 
r_flashlightrendermodels                                         | 1                | 1                |                |                | 
sv_client_predict                                                | -1               | -1               |                |                | This can be used to force the value of cl_predict for connected clients (only while they are connected). -1 = let clients set cl_predict to anything 0 = force cl_predict to 0 1 = force cl_predict to 1
net_showtcp                                                      | 0                | 0                |                |                | Dump TCP stream summary to console
ai_sequence_debug                                                | 0                | 0                |                |                | 
mp_randomspawn_dist                                              | 0                | 0                |                |                | If using mp_randomspawn, determines whether to test distance when selecting this spot.
sv_client_cmdrate_difference                                     | 0                | 0                |                |                | cl_cmdrate is moved to within sv_client_cmdrate_difference units of cl_updaterate before it is clamped between sv_mincmdrate and sv_maxcmdrate.
sv_mmqueue_reservation_extended_timeout                          | 21               | 21               | 5.000000       | 180.000000     | Extended time in seconds before mmqueue reservation expires.
trace_report                                                     | 0                | 0                |                |                | 
dsp_water                                                        | 14               | 14               |                |                | 
voice_caster_scale                                               | 1                | 1                | 0.000000       | 1.000000       | Caster Volume 0.0-1.0
cl_hideserverip                                                  | 0                | 0                |                |                | If set to 1, server IPs will be hidden in the console (except when you type 'status')
sv_maxrate                                                       | 786432           | 0                | 0.000000       | 786432.000000  | Max bandwidth rate allowed on server, 0 == unlimited
vprof_dump_spikes_budget_group                                   |                  |                  |                |                | Budget gtNode to start report from when doing a dump spikes
dev_break_after_count                                            | 0                | 0                |                |                | 
sv_ct_spawn_on_bombsite                                          | -1               | -1               |                |                | Force cts to spawn on a bombsite
ammo_338mag_impulse                                              | 2800             | 2800             |                |                | You must enable tweaking via tweak_ammo_impulses to use this value.
mp_do_warmup_offine                                              | 0                | 0                | 0.000000       | 1.000000       | Whether or not to do a warmup period at the start of a match in an offline (bot) match.
sv_vote_kick_ban_duration                                        | 0                | 15               |                |                | How long should a kick vote ban someone from the server? (in minutes)
mp_retake_ct_loadout_upgraded_pistol_round                       | 2|2;#GameUI_Reta | 2|2;#GameUI_Reta |                |                | CT Loadouts for upgraded pistol round when playing bomb site retake.
mm_datacenter_delay_mount_frames                                 | 6                | 6                |                |                | How many frames to delay before attempting to mount the xlsp patch.
snd_profile                                                      | 0                | 0                |                |                | 
snd_soundmixer_version                                           | 2                | 2                |                |                | 
cl_teammate_color_1                                              | 248 246 45       | 248 246 45       |                |                | 
cl_teammate_color_2                                              | 161 25 240       | 161 25 240       |                |                | 
cl_teammate_color_3                                              | 0 181 98         | 0 181 98         |                |                | 
cl_teammate_color_4                                              | 92 168 255       | 92 168 255       |                |                | 
cl_teammate_color_5                                              | 255 155 37       | 255 155 37       |                |                | 
r_flashlightdrawsweptbbox                                        | 0                | 0                |                |                | 
net_threaded_socket_burst_cap                                    | 1024             | 1024             |                |                | Max number of packets per burst beyond which threaded socket pump algorithm will start dropping packets.
vgui_drawtree_popupsonly                                         | 0                | 0                |                |                | Draws the vgui popup list in hierarchy(1) or most recently used(2) order.
sk_npc_chest                                                     | 1                | 1                |                |                | 
view_recoil_tracking                                             | 0.45             | 0.45             |                |                | How closely the view tracks with the aim punch from weapon recoil
mp_overtime_enable                                               | 0                | 0                |                |                | If a match ends in a tie, use overtime rules to determine winner
score_bomb_plant_radius_outer                                    | 600              | 600              |                |                | Outer radius (zero bonus) for planting or assisting with planting the bomb
cash_player_bomb_defused                                         | 300              | 300              |                |                | 
demo_quitafterplayback                                           | 0                | 0                |                |                | Quits game after demo playback.
tv_broadcast_max_requests                                        | 20               | 20               |                |                | Max number of broadcast http requests in flight. If there is a network issue, the requests may start piling up, degrading server performance. If more than the specified number of requests are in flight, the new requests are dropped.
tv_snapshotrate                                                  | 32               | 32               |                |                | Snapshots broadcasted per second
collision_shake_time                                             | 0.5              | 0.5              |                |                | 
sv_prime_accounts_only                                           | 0                | 0                |                |                | When this setting is enabled only prime users can connect to this game server.
mp_heavyassaultsuit_speed                                        | 130              | 130              |                |                | The max speed of a player when they are wearing the heavy assault suit
ammo_556mm_box_impulse                                           | 2400             | 2400             |                |                | You must enable tweaking via tweak_ammo_impulses to use this value.
r_eyeshift_x                                                     | 0                | 0                |                |                | 
r_occlusionspew                                                  | 0                | 0                |                |                | Activate/deactivates spew about what the occlusion system is doing.
in_forceuser                                                     | 0                | 0                |                |                | Force user input to this split screen player.
hostip                                                           | -1062725119      |                  |                |                | Host game server ip
r_glint_procedural                                               | 0                | 0                |                |                | 
